model,response_models,format_id,context_id,amount,total,low,not_low,invalid,low_pct,not_low_pct,errors
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_100000_contract,15000,30,25,5,0,83.3%,16.7%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_100000_contract,18000,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_100000_contract,20000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_100000_contract,25000,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_100000_contract,50000,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_100000_contract,100000,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,100,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,150,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,500,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,1000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,5000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,10000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,12000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,15000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,18000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,20000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,25000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,50000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,100000,30,4,26,0,13.3%,86.7%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,100,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,150,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,500,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,1000,30,23,7,0,76.7%,23.3%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,5000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,10000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,12000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,15000,30,11,19,0,36.7%,63.3%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,18000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,20000,30,1,29,0,3.3%,96.7%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,25000,30,15,15,0,50.0%,50.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,50000,30,15,15,0,50.0%,50.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,100000,30,0,30,0,0.0%,100.0%,0
