model,response_models,format_id,context_id,amount,total,low,not_low,invalid,low_pct,not_low_pct,errors
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,fact_only,1000,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,fact_only,5000,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,fact_only,10000,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,fact_only,20000,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_100000_contract,5,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_100000_contract,50,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_100000_contract,100,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_100000_contract,150,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_100000_contract,500,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_100000_contract,1000,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_100000_contract,5000,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_100000_contract,10000,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_100000_contract,20000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,5,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,50,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,100,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,150,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,500,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,1000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,5000,30,27,3,0,90.0%,10.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,10000,30,10,20,0,33.3%,66.7%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,20000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,5,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,50,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,100,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,150,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,500,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,1000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,5000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,10000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,20000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,5,30,29,0,1,96.7%,0.0%,1
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,50,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,100,30,15,14,1,50.0%,46.7%,1
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,150,30,11,19,0,36.7%,63.3%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,500,30,8,22,0,26.7%,73.3%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,1000,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,5000,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,10000,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,20000,30,0,30,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,5,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,50,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,100,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,150,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,500,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,1000,30,25,5,0,83.3%,16.7%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,5000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,10000,30,30,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,20000,30,1,29,0,3.3%,96.7%,0
